Temperature;Humidity;Moisture;Nitrogen;Potassium;Phosphorous;Soil Type_Clayey;Soil Type_Loamy;Soil Type_Red;Soil Type_Sandy;Crop Type_Cotton;Crop Type_Ground Nuts;Crop Type_Maize;Crop Type_Millets;Crop Type_Oil seeds;Crop Type_Paddy;Crop Type_Pulses;Crop Type_Sugarcane;Crop Type_Tobacco;Crop Type_Wheat;Fertilizer Name_14-35-14;Fertilizer Name_17-17-17;Fertilizer Name_20-20;Fertilizer Name_28-28;Fertilizer Name_DAP;Fertilizer Name_Urea;Crop_Type
31.57;59.49;44.41;33;0.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Wheat
33.92;70.37;55.46;24;0.0;17;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
23.64;54.21;33.68;30;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Cotton
26.46;60.34;48.97;8;10.0;26;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Tobacco
35.48;68.25;34.7;14;2.0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Wheat
40.0;80.0;56.82;43;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Tobacco
31.85;56.67;68.54;10;11.0;15;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
37.34;56.16;66.28;9;4.0;17;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Ground Nuts
39.21;74.83;33.14;11;10.0;28;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Wheat
35.11;67.52;40.53;9;1.0;36;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Paddy
30.26;42.39;34.0;20;1.0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Wheat
27.72;47.55;65.62;40;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Wheat
37.43;61.49;42.9;10;2.0;11;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Pulses
39.16;75.73;34.03;12;3.0;31;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Sugarcane
29.62;57.58;56.91;12;16.0;13;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Pulses
32.11;68.19;40.77;8;0.0;8;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Paddy
33.45;64.37;58.6;11;11.0;14;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Millets
32.97;58.85;60.26;36;0.0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Paddy
34.98;59.82;34.18;8;1.0;42;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
28.85;45.61;27.28;39;2.0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
24.76;45.87;45.72;37;3.0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Tobacco
38.26;65.76;29.84;23;0.0;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Pulses
36.67;66.99;57.65;35;0.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Pulses
32.15;59.62;52.44;10;1.0;39;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Wheat
40.0;71.5;35.55;9;9.0;28;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Tobacco
31.55;52.46;20.0;9;4.0;42;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Sugarcane
25.85;47.66;44.43;25;3.0;20;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ground Nuts
35.09;73.25;64.96;22;1.0;15;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Paddy
36.28;57.76;50.83;26;0.0;23;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Pulses
31.96;62.45;49.67;15;2.0;10;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Tobacco
36.03;68.01;34.95;22;0.0;22;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
31.63;56.04;35.55;14;0.0;34;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;Oil seeds
37.72;53.18;50.18;10;0.0;36;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Millets
34.19;58.06;70.0;12;13.0;11;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Paddy
24.85;44.22;44.43;19;0.0;22;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ground Nuts
26.79;51.89;45.51;28;4.0;21;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;Maize
32.48;55.58;37.82;13;1.0;33;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Oil seeds
29.28;54.11;33.43;12;4.0;35;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Sugarcane
23.96;52.37;25.81;5;10.0;33;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Maize
36.64;64.68;42.16;33;0.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Wheat
26.37;60.29;50.88;34;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Millets
33.21;79.62;35.61;13;1.0;34;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Cotton
34.78;55.26;29.66;9;0.0;38;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ground Nuts
31.53;61.06;40.48;41;1.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ground Nuts
26.71;49.27;30.54;11;2.0;45;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ground Nuts
30.89;66.92;30.15;15;0.0;41;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;Oil seeds
25.99;57.23;60.76;7;10.0;32;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
35.33;63.38;24.82;10;0.0;39;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;Oil seeds
32.14;67.16;57.06;17;0.0;36;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
26.59;52.74;51.85;11;0.0;32;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Tobacco
33.4;72.33;42.9;9;7.0;28;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Tobacco
24.53;59.27;42.34;27;0.0;28;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Sugarcane
37.56;61.34;62.16;7;0.0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
24.83;54.28;62.54;12;1.0;30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Maize
29.19;47.17;37.7;15;0.0;17;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
35.36;66.71;31.57;20;0.0;28;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Wheat
32.94;58.58;52.48;13;4.0;34;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
39.46;69.85;20.0;9;7.0;33;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Sugarcane
29.13;62.34;26.54;2;12.0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Wheat
39.89;68.39;50.49;5;0.0;34;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Paddy
23.49;45.84;58.18;38;0.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Wheat
30.68;63.25;46.38;14;0.0;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Paddy
24.41;56.8;34.97;23;1.0;15;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
33.88;80.0;54.46;35;0.0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Oil seeds
27.17;69.52;47.69;16;16.0;10;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;Maize
35.51;72.18;36.2;12;0.0;31;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Maize
32.08;55.08;52.81;6;12.0;32;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Ground Nuts
35.09;72.5;46.73;38;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
29.74;48.18;62.44;39;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Tobacco
28.54;63.37;52.98;3;12.0;27;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Sugarcane
33.65;60.55;62.52;9;0.0;14;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Tobacco
31.89;59.31;30.26;16;0.0;11;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Millets
27.42;62.06;43.64;20;3.0;20;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;Maize
34.32;59.44;33.94;25;0.0;23;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
26.61;43.26;46.1;21;1.0;23;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
32.76;48.27;44.77;41;0.0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Millets
29.58;56.08;67.27;9;0.0;34;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
35.14;58.65;43.04;11;16.0;13;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Pulses
29.99;52.36;48.22;16;0.0;39;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Pulses
24.71;53.0;33.7;12;3.0;26;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Millets
37.83;62.2;38.9;16;1.0;36;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Sugarcane
29.62;67.51;41.82;39;2.0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Wheat
24.59;58.67;52.83;16;2.0;39;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Cotton
38.92;59.35;41.61;11;2.0;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cotton
24.95;54.7;42.9;44;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Wheat
34.84;66.6;26.52;12;0.0;35;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ground Nuts
24.75;49.42;45.06;8;13.0;11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
34.76;66.83;47.24;9;9.0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Wheat
34.36;59.48;61.29;3;5.0;30;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;Maize
33.1;52.18;63.48;6;5.0;33;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Wheat
22.53;60.17;52.65;26;0.0;17;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Pulses
33.29;57.7;37.44;34;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Millets
26.95;62.85;63.53;10;0.0;38;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Oil seeds
28.76;54.72;37.74;14;1.0;16;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Wheat
26.27;49.13;21.16;10;16.0;12;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ground Nuts
31.58;66.26;59.62;38;0.0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Paddy
25.22;60.2;52.04;37;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Tobacco
33.11;71.83;57.15;8;16.0;20;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Paddy
29.94;62.39;35.14;10;0.0;6;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Tobacco
25.72;60.71;43.46;27;2.0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Wheat
29.16;50.01;56.58;12;11.0;30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;Maize
40.0;74.03;39.34;8;0.0;17;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Paddy
27.65;55.35;34.36;37;3.0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Pulses
29.72;71.91;52.5;4;4.0;28;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Tobacco
29.86;59.28;62.62;25;0.0;19;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Maize
32.86;62.77;31.22;38;1.0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Oil seeds
30.2;57.56;52.01;27;0.0;19;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Wheat
26.86;61.34;45.62;18;3.0;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Oil seeds
21.51;55.9;45.54;22;3.0;22;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;Maize
28.78;66.87;49.42;10;0.0;40;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Millets
29.54;54.73;69.41;32;0.0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Pulses
35.77;58.62;25.35;26;1.0;17;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Oil seeds
30.85;67.85;27.32;33;3.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
35.66;68.89;32.88;11;0.0;42;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Oil seeds
30.37;61.22;43.8;3;16.0;17;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;Paddy
26.62;66.89;62.01;16;3.0;9;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Oil seeds
33.88;72.42;32.65;13;0.0;36;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Ground Nuts
40.0;79.99;35.61;7;0.0;38;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
33.2;53.06;64.27;12;8.0;33;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Sugarcane
25.34;51.56;38.67;37;2.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
34.03;61.12;35.57;8;1.0;40;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
27.22;58.67;43.43;20;0.0;18;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Tobacco
24.41;53.52;66.7;42;3.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Millets
30.88;56.44;68.29;12;0.0;10;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Maize
26.62;58.03;23.34;13;0.0;37;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
32.61;63.84;45.4;21;2.0;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
23.25;48.93;24.15;39;0.0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Oil seeds
27.69;55.28;34.84;35;1.0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ground Nuts
23.33;59.29;45.53;25;3.0;16;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;Tobacco
39.91;76.62;45.94;40;0.0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Millets
27.18;59.42;53.2;12;11.0;26;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Pulses
30.72;62.41;35.53;34;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
24.51;46.17;65.49;42;2.0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
35.48;55.43;28.66;17;2.0;19;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Millets
33.63;71.51;43.87;16;0.0;26;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Tobacco
35.39;65.38;54.92;17;0.0;40;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Paddy
25.98;51.85;70.0;38;1.0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Pulses
28.26;50.41;34.56;12;9.0;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
35.36;69.36;54.93;16;4.0;40;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;Oil seeds
37.61;60.54;64.55;22;2.0;20;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;Maize
30.21;59.88;47.25;33;0.0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;Paddy
35.04;69.99;33.2;34;2.0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Pulses
30.78;66.91;63.26;4;8.0;25;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Oil seeds
38.8;74.45;38.5;11;0.0;39;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
33.53;68.45;31.56;39;0.0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Sugarcane
35.43;73.21;53.28;42;4.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Wheat
27.48;47.09;27.89;39;2.0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Cotton
29.54;60.61;54.07;12;11.0;34;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Sugarcane
38.11;69.4;54.47;23;0.0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Wheat
28.55;50.92;36.81;24;4.0;22;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;Oil seeds
35.38;55.86;42.48;12;8.0;11;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Pulses
34.35;56.75;61.79;12;14.0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Tobacco
40.0;75.03;42.43;9;3.0;29;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Pulses
26.28;48.37;65.31;13;16.0;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Millets
36.48;63.87;20.37;34;0.0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Sugarcane
36.73;56.57;49.51;11;2.0;11;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Millets
36.22;63.83;37.08;11;1.0;41;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;Tobacco
32.23;54.15;54.33;20;0.0;19;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Sugarcane
40.0;74.84;47.75;35;1.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
32.17;63.37;31.63;37;0.0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
29.44;50.92;34.24;36;0.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
25.42;52.97;21.71;10;3.0;14;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Paddy
29.19;61.81;48.68;7;1.0;8;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Sugarcane
27.44;54.73;62.9;8;2.0;5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;Maize
32.32;58.02;68.23;13;0.0;34;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
28.86;61.44;55.03;12;14.0;18;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;Sugarcane
36.97;72.6;43.87;39;0.0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Ground Nuts
31.36;52.48;65.81;7;10.0;30;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
33.36;62.22;24.56;8;2.0;39;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Millets
28.16;53.4;40.78;13;0.0;17;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Millets
36.49;75.76;26.28;13;0.0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Wheat
37.5;64.03;58.94;12;0.0;8;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;Oil seeds
37.31;66.86;70.0;14;3.0;38;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Tobacco
25.35;50.13;25.76;5;8.0;26;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Maize
28.71;64.1;44.78;8;0.0;11;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;Maize
31.77;65.53;40.43;13;14.0;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cotton
30.79;63.59;37.55;19;0.0;25;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Millets
29.34;72.39;39.94;24;2.0;16;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
36.2;58.84;44.43;6;0.0;36;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Millets
35.97;56.08;39.97;24;0.0;28;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Sugarcane
21.93;47.19;41.85;20;0.0;23;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Oil seeds
36.44;69.49;70.0;12;2.0;40;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
28.75;45.15;32.3;4;14.0;15;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;Sugarcane
31.11;63.86;68.38;12;1.0;42;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Paddy
26.43;45.04;30.14;10;2.0;43;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Sugarcane
29.0;73.39;38.46;35;0.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Wheat
37.55;62.6;42.9;10;0.0;37;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Paddy
26.18;47.19;39.82;33;0.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
33.14;68.2;49.7;11;12.0;26;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Paddy
27.37;46.45;46.45;6;14.0;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
30.82;56.86;48.67;1;4.0;24;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Pulses
31.92;67.01;48.12;43;3.0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ground Nuts
33.98;51.19;32.23;13;5.0;30;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Sugarcane
28.65;49.45;27.65;6;6.0;32;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ground Nuts
23.43;46.91;62.82;35;0.0;4;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Pulses
35.77;60.14;36.61;8;15.0;19;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Maize
38.55;58.08;53.88;15;14.0;16;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Paddy
26.71;42.66;48.03;7;0.0;32;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Millets
31.59;69.57;52.01;13;4.0;37;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Tobacco
29.49;67.11;63.28;9;15.0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;Oil seeds
32.29;56.56;63.14;26;2.0;18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
25.89;52.78;32.13;9;10.0;30;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Oil seeds
22.39;59.45;42.31;27;2.0;18;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Pulses
24.48;64.32;40.94;11;0.0;12;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ground Nuts
30.67;44.15;46.13;21;0.0;24;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;Maize
29.46;64.44;26.19;7;7.0;29;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Tobacco
34.69;71.9;42.9;3;9.0;30;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Cotton
24.97;59.67;42.9;9;11.0;34;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;Paddy
