longitude,latitude,city,wrb4_code,physical_available_water_capacity,basic_organic_carbon,basic_c/n_ratio,texture_clay,texture_sand,texture_coarse_fragments,physical_reference_bulk_density,chemical_cation_exchange_capacity,chemical_clay_cec,chemical_total_exchangeable_bases,chemical_base_saturation,chemical_exchangeable_sodium_percentage,chemical_aluminum_saturation,salinity_electrical_conductivity,salinity_total_carbon_equivalent,salinity_gypsum_content,Ortalama En Yüksek Sıcaklık (°C)_Eylül,Ortalama En Yüksek Sıcaklık (°C)_Aralık,Ortalama En Düşük Sıcaklık (°C)_Ağustos,Ortalama Güneşlenme Süresi (saat)_Ağustos,Ortalama Güneşlenme Süresi (saat)_Aralık,Ortalama Yağışlı Gün Sayısı_Şubat,Ortalama Yağışlı Gün Sayısı_Mart,Ortalama Yağışlı Gün Sayısı_Nisan,Ortalama Yağışlı Gün Sayısı_Ağustos,Ortalama Yağışlı Gün Sayısı_Kasım,Ortalama Yağışlı Gün Sayısı_Yıllık,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Nisan,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Mayıs,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Haziran,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Ağustos,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Eylül,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Ekim,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Aralık,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Yıllık
30.2,39.0,Kütahya,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.2,39.2,Kütahya,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.2,39.4,Kütahya,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.2,39.6,Kütahya,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.2,39.8,Eskişehir,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.9,7.9,17.4,10.0,2.8,11.73,12.03,10.93,4.07,9.6,111.5,48.6,43.9,50.6,11.2,27.0,50.1,56.1,482.1
30.2,40.0,Bilecik,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.9,7.9,17.4,10.0,2.8,11.73,12.03,10.93,4.07,9.6,111.5,48.6,43.9,50.6,11.2,27.0,50.1,56.1,482.1
30.2,40.2,Bilecik,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.9,7.9,17.4,10.0,2.8,11.73,12.03,10.93,4.07,9.6,111.5,48.6,43.9,50.6,11.2,27.0,50.1,56.1,482.1
30.2,40.4,Sakarya,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.2,40.6,Sakarya,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.2,40.8,Kocaeli,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,26.7,12.0,20.4,8.7,2.5,16.43,15.97,12.7,6.13,13.47,152.0,54.3,55.4,64.1,50.2,52.0,86.4,110.1,850.2
30.2,41.0,Kocaeli,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,26.7,12.0,20.4,8.7,2.5,16.43,15.97,12.7,6.13,13.47,152.0,54.3,55.4,64.1,50.2,52.0,86.4,110.1,850.2
30.4,36.4,Antalya,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,31.7,16.7,23.7,10.5,4.7,10.83,9.57,8.43,0.73,8.47,83.5,63.1,37.0,10.1,5.0,22.0,76.6,271.7,1059.4
30.4,36.6,Burdur,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,28.6,8.6,17.6,10.8,3.3,9.5,10.2,10.87,3.5,6.8,94.5,49.1,49.3,29.9,12.8,17.1,32.7,55.8,432.3
30.4,36.8,Antalya,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,31.7,16.7,23.7,10.5,4.7,10.83,9.57,8.43,0.73,8.47,83.5,63.1,37.0,10.1,5.0,22.0,76.6,271.7,1059.4
30.4,37.0,Antalya,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,31.7,16.7,23.7,10.5,4.7,10.83,9.57,8.43,0.73,8.47,83.5,63.1,37.0,10.1,5.0,22.0,76.6,271.7,1059.4
30.4,37.2,Antalya,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,31.7,16.7,23.7,10.5,4.7,10.83,9.57,8.43,0.73,8.47,83.5,63.1,37.0,10.1,5.0,22.0,76.6,271.7,1059.4
30.4,37.4,Burdur,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,28.6,8.6,17.6,10.8,3.3,9.5,10.2,10.87,3.5,6.8,94.5,49.1,49.3,29.9,12.8,17.1,32.7,55.8,432.3
30.4,37.6,Burdur,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,28.6,8.6,17.6,10.8,3.3,9.5,10.2,10.87,3.5,6.8,94.5,49.1,49.3,29.9,12.8,17.1,32.7,55.8,432.3
30.4,37.8,Burdur,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,28.6,8.6,17.6,10.8,3.3,9.5,10.2,10.87,3.5,6.8,94.5,49.1,49.3,29.9,12.8,17.1,32.7,55.8,432.3
30.4,38.0,Isparta,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
30.4,38.2,Afyonkarahisar,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.4,38.4,Afyonkarahisar,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.4,38.6,Afyonkarahisar,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.4,38.8,Afyonkarahisar,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.4,39.0,Afyonkarahisar,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.4,39.2,Kütahya,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.4,39.4,Eskişehir,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.4,39.6,Eskişehir,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.4,39.8,Eskişehir,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.9,7.9,17.4,10.0,2.8,11.73,12.03,10.93,4.07,9.6,111.5,48.6,43.9,50.6,11.2,27.0,50.1,56.1,482.1
30.4,40.0,Eskişehir,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.9,7.9,17.4,10.0,2.8,11.73,12.03,10.93,4.07,9.6,111.5,48.6,43.9,50.6,11.2,27.0,50.1,56.1,482.1
30.4,40.2,Bilecik,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,25.9,7.9,17.4,10.0,2.8,11.73,12.03,10.93,4.07,9.6,111.5,48.6,43.9,50.6,11.2,27.0,50.1,56.1,482.1
30.4,40.4,Sakarya,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.4,40.6,Sakarya,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.4,40.8,Sakarya,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.4,41.0,Sakarya,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.6,36.6,Burdur,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,28.6,8.6,17.6,10.8,3.3,9.5,10.2,10.87,3.5,6.8,94.5,49.1,49.3,29.9,12.8,17.1,32.7,55.8,432.3
30.6,37.0,Antalya,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,31.7,16.7,23.7,10.5,4.7,10.83,9.57,8.43,0.73,8.47,83.5,63.1,37.0,10.1,5.0,22.0,76.6,271.7,1059.4
30.6,37.2,Antalya,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,31.7,16.7,23.7,10.5,4.7,10.83,9.57,8.43,0.73,8.47,83.5,63.1,37.0,10.1,5.0,22.0,76.6,271.7,1059.4
30.6,37.4,Burdur,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,28.6,8.6,17.6,10.8,3.3,9.5,10.2,10.87,3.5,6.8,94.5,49.1,49.3,29.9,12.8,17.1,32.7,55.8,432.3
30.6,37.6,Burdur,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,28.6,8.6,17.6,10.8,3.3,9.5,10.2,10.87,3.5,6.8,94.5,49.1,49.3,29.9,12.8,17.1,32.7,55.8,432.3
30.6,37.8,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
30.6,38.0,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
30.6,38.2,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
30.6,38.4,Afyonkarahisar,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.6,38.6,Afyonkarahisar,LPrz,27,1.161,10.0,24.0,47.0,46.0,1.78,17.0,49.0,30.0,93.0,1.0,0.0,1.0,24.7,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.6,38.8,Afyonkarahisar,LPrz,27,1.161,10.0,24.0,47.0,46.0,1.78,17.0,49.0,30.0,93.0,1.0,0.0,1.0,24.7,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.6,39.0,Afyonkarahisar,LPrz,27,1.161,10.0,24.0,47.0,46.0,1.78,17.0,49.0,30.0,93.0,1.0,0.0,1.0,24.7,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.6,39.2,Eskişehir,LPrz,27,1.161,10.0,24.0,47.0,46.0,1.78,17.0,49.0,30.0,93.0,1.0,0.0,1.0,24.7,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.6,39.4,Eskişehir,LPrz,27,1.161,10.0,24.0,47.0,46.0,1.78,17.0,49.0,30.0,93.0,1.0,0.0,1.0,24.7,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.6,39.6,Eskişehir,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.6,39.8,Eskişehir,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.9,7.9,17.4,10.0,2.8,11.73,12.03,10.93,4.07,9.6,111.5,48.6,43.9,50.6,11.2,27.0,50.1,56.1,482.1
30.6,40.0,Eskişehir,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.9,7.9,17.4,10.0,2.8,11.73,12.03,10.93,4.07,9.6,111.5,48.6,43.9,50.6,11.2,27.0,50.1,56.1,482.1
30.6,40.2,Bilecik,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.9,7.9,17.4,10.0,2.8,11.73,12.03,10.93,4.07,9.6,111.5,48.6,43.9,50.6,11.2,27.0,50.1,56.1,482.1
30.6,40.4,Bolu,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.0,7.6,14.2,8.1,1.7,11.5,13.03,13.0,6.0,10.5,132.2,52.8,64.2,68.9,27.4,26.5,48.5,54.1,573.6
30.6,40.6,Sakarya,CMcr,165,1.93,12.0,36.0,33.0,5.0,1.9,20.0,34.0,17.0,82.0,1.0,0.0,1.0,0.0,1.6,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.6,40.8,Sakarya,CMcr,165,1.93,12.0,36.0,33.0,5.0,1.9,20.0,34.0,17.0,82.0,1.0,0.0,1.0,0.0,1.6,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.6,41.0,Sakarya,CMcr,165,1.93,12.0,36.0,33.0,5.0,1.9,20.0,34.0,17.0,82.0,1.0,0.0,1.0,0.0,1.6,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.8,37.0,Antalya,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,31.7,16.7,23.7,10.5,4.7,10.83,9.57,8.43,0.73,8.47,83.5,63.1,37.0,10.1,5.0,22.0,76.6,271.7,1059.4
30.8,37.2,Isparta,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
30.8,37.4,Burdur,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,28.6,8.6,17.6,10.8,3.3,9.5,10.2,10.87,3.5,6.8,94.5,49.1,49.3,29.9,12.8,17.1,32.7,55.8,432.3
30.8,37.6,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
30.8,37.8,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
30.8,38.0,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
30.8,38.2,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
30.8,38.6,Afyonkarahisar,LPrz,27,1.161,10.0,24.0,47.0,46.0,1.78,17.0,49.0,30.0,93.0,1.0,0.0,1.0,24.7,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.8,38.8,Afyonkarahisar,LPrz,27,1.161,10.0,24.0,47.0,46.0,1.78,17.0,49.0,30.0,93.0,1.0,0.0,1.0,24.7,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.8,39.0,Afyonkarahisar,LPrz,27,1.161,10.0,24.0,47.0,46.0,1.78,17.0,49.0,30.0,93.0,1.0,0.0,1.0,24.7,0.3,25.9,6.8,15.4,10.0,2.5,10.33,11.2,11.57,4.13,7.1,101.2,47.0,50.1,41.5,18.0,23.6,40.3,46.8,451.4
30.8,39.4,Eskişehir,LPrz,27,1.161,10.0,24.0,47.0,46.0,1.78,17.0,49.0,30.0,93.0,1.0,0.0,1.0,24.7,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.8,39.6,Eskişehir,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.4,6.8,14.7,9.6,2.1,11.3,11.67,12.3,4.57,8.7,113.1,52.8,57.5,43.6,24.6,26.7,43.2,67.2,550.6
30.8,39.8,Eskişehir,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.0,7.6,14.2,8.1,1.7,11.5,13.03,13.0,6.0,10.5,132.2,52.8,64.2,68.9,27.4,26.5,48.5,54.1,573.6
30.8,40.0,Eskişehir,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.0,7.6,14.2,8.1,1.7,11.5,13.03,13.0,6.0,10.5,132.2,52.8,64.2,68.9,27.4,26.5,48.5,54.1,573.6
30.8,40.2,Bolu,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.0,7.6,14.2,8.1,1.7,11.5,13.03,13.0,6.0,10.5,132.2,52.8,64.2,68.9,27.4,26.5,48.5,54.1,573.6
30.8,40.4,Bolu,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,25.0,7.6,14.2,8.1,1.7,11.5,13.03,13.0,6.0,10.5,132.2,52.8,64.2,68.9,27.4,26.5,48.5,54.1,573.6
30.8,40.6,Sakarya,CMcr,165,1.93,12.0,36.0,33.0,5.0,1.9,20.0,34.0,17.0,82.0,1.0,0.0,1.0,0.0,1.6,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.8,40.8,Sakarya,CMcr,165,1.93,12.0,36.0,33.0,5.0,1.9,20.0,34.0,17.0,82.0,1.0,0.0,1.0,0.0,1.6,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
30.8,41.0,Sakarya,CMcr,165,1.93,12.0,36.0,33.0,5.0,1.9,20.0,34.0,17.0,82.0,1.0,0.0,1.0,0.0,1.6,27.2,12.1,19.4,8.5,2.5,14.83,14.47,12.2,6.1,12.13,139.7,61.8,59.3,84.8,50.9,53.0,85.2,109.2,878.6
31.0,37.0,Antalya,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,31.7,16.7,23.7,10.5,4.7,10.83,9.57,8.43,0.73,8.47,83.5,63.1,37.0,10.1,5.0,22.0,76.6,271.7,1059.4
31.0,37.2,Antalya,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,31.7,16.7,23.7,10.5,4.7,10.83,9.57,8.43,0.73,8.47,83.5,63.1,37.0,10.1,5.0,22.0,76.6,271.7,1059.4
31.0,37.4,Isparta,FLeu,170,1.05,10.0,21.0,37.0,2.0,1.72,17.0,62.0,17.0,87.0,2.0,0.0,2.0,6.0,0.6,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
31.0,37.6,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
31.0,37.8,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
31.0,38.0,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
31.0,38.2,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
31.0,38.4,Isparta,LPeu,31,1.597,10.0,27.0,41.0,19.0,1.81,19.0,65.0,19.0,85.0,4.0,0.0,1.0,0.0,0.3,27.2,8.5,16.0,10.2,3.6,10.97,11.1,11.6,4.1,7.73,105.1,51.6,60.1,30.9,16.1,20.8,38.5,68.4,526.3
